id,unid,content_id,state,agent_state,created_at,updated_at,recognized_at,published_at,title,head,body,mobile_title,mobile_body,URL,属性,新ポータル反映用,グループ,作成者,ファイルパス,ファイルパス（内部）,ファイル名（内部）,ファイル表記（内部）,関連記事,関連ワード
1755,13301,20,public,,2014/3/3 13:32,2016/10/17 16:32,,2009/4/9 2:00,未明の震災,,"<p>６日未明に起こったイタリア中部地震。ニュースの続報が入る度に被害者の数が増えており、現地の惨状の甚大さが知らされます。<br />地震の報があってすぐにローマに住む知人に連絡をとったら、「無事だ。家族や友人にも被害はない」とのこと。ホッとしましたが、「よかった」という言葉は思わず呑み込みました。たとえ直接に被害はなくても、惨状に胸を痛め、恐怖におののいているであろうことは、彼の言葉少なさからじゅうぶん伝わってきたからです。<br /><br />今回の地震では、17世紀に建造された建物が多数倒壊しました。絵画のように美しいイタリアの村も、耐震という点では対策が遅れていたようです。風雨に強く、歴史ある建物を現代に住み継ぐことが可能な石造建築物ですが、倒壊すればこの上なく重いがれきとなり、そこから逃れることは難しいでしょう。実際、がれきからの救出作業は進んでいないようです。（伊首相は早く方向転換をして、他国の救援隊を受け入れないものでしょうか！）<br />柱などを補修した建物は16世紀のものでも倒壊を免れていることからも、耐震工事の重要性がわかります。今回の震災を機に、イタリアでも耐震工事への認識が広まるでしょうか。<br /><br />多数の家屋倒壊もそうですが、多くの人が眠りから醒めぬ未明の時間帯に起こったという点も、阪神・淡路大震災との共通点だと言えます。人が最も無防備な時間帯を狙ったかのように起きた今回の地震。常日頃、どんなに心していたとしても、迅速に避難するのは難しかったと思います。亡くなられた方々の冥福と、けがをした方々の早い回復をお祈りします。</p>
<div style=""text-align: right;"">　／ずきんちゃん</div>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313755/,防災を考えるコラム,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,,,,,,
1756,13302,20,public,,2014/3/3 13:32,2021/8/16 13:13,,2009/4/14 22:18,ぶるる,,"<p>「運ぶ、回る、揺れる」をコンセプトに誕生したぶるる。最後のひらがなだけを読んでぶるるだそうです。</p>
<p><img title=""2014030313762_P1010534.jpg"" src=""./files/2014030313762_P1010534.jpg"" alt=""2014030313762_P1010534.jpg"" /></p>
<p>地震に弱い建物の特徴をこのかみぶるるで実験しながら学ぶことができます。かみぶるるはキットになっており、ホームページ上のアンケートに答えるとダウンロードできて、プリントすることが可能です。小学校の工作の時間の気分で組み立てて見ましょう。 建築物に筋かいがあるかないかで、地震のときの揺れが全く違うことがこのぶるるでわかります。何もないと空洞で揺れは大きい。しかし、筋かいを入れると揺れによる違いがしっかりわかります。古来から残ってきた建築物を見るとしっかりとその知恵が取り入れられています。<br />これから家を建てるときの基本として、しっかり頭に入れておくことはだいじですね。子育て世代を親として子どもや家族を守るために必要だと思いませんか。</p>
<p><img title=""2014030313762_P1010537.jpg"" src=""./files/2014030313762_P1010537.jpg"" alt=""2014030313762_P1010537.jpg"" /></p>
<p>ぶるるくんのページは<a href=""http://www.sharaku.nuac.nagoya-u.ac.jp/?page_id=40"" target=""_blank"">こちら</a></p>
<p>※2000年、名古屋大学福和研究室の「振動実験教材」として開発されたものです。ぴっぴもこのかみぶるるを購入して講座でつかっています。ぴっぴ　</p>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313762/,防災豆知識,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,"https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313762/files/2014030313762_P1010534.jpg
https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313762/files/2014030313762_P1010537.jpg","/var/share/joruri/upload/sys/files/00/00/60/39/00006039/0006039.dat
/var/share/joruri/upload/sys/files/00/00/60/38/00006038/0006038.dat
/var/share/joruri/upload/sys/files/00/00/60/41/00006041/0006041.dat
/var/share/joruri/upload/sys/files/00/00/60/40/00006040/0006040.dat","2014030313762_P1010534-thumbnail2.jpg
2014030313762_P1010534.jpg
2014030313762_P1010537-thumbnail2.jpg
2014030313762_P1010537.jpg","2014030313762_P1010534-thumbnail2.jpg
2014030313762_P1010534.jpg
2014030313762_P1010537-thumbnail2.jpg
2014030313762_P1010537.jpg",,
1757,13303,20,public,,2014/3/3 13:32,2017/8/22 10:42,,2009/4/24 12:28,Q:災害時、家族はどうやって連絡をとったらいい？,,"<p><span style=""color: #000000;""><strong>A</strong></span>:普段から備えとして家族の緊急時の連絡方法を決めておくことが一番だと思います。「ケイタイ電話での連絡」を挙げる方も多いと思いますが、多くの人が一時にケイタイを使ったら回線が容量オーバーで通じなくなる危険性があります。</p>
<p>そこで、ケイタイに頼るだけでなく、災害時に連絡が取れない時の家族の集まる場所を決めておくことです。その場所が災害時に安全かどうかを確認しておくことが大切です。</p>
<p>家の近くの広場など、周りの建物の倒壊から身を守れる、上から物が落ちてこない、火災が起きた時にそこまでは延焼の危険性がないなどが考えられます。</p>
<p>できれば家族だけでなく、隣近所と話し合って近くの避難地として確認しあっておくと、連絡の取れない家族や近隣の人の安否確認も助け合いで早急にできると思われ、その後の助け合いにも役立つと思います。</p>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313779/,防災豆知識,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,,,,,,
1758,13304,20,public,,2014/3/3 13:32,2021/8/16 13:11,,2009/4/30 15:13,子ども向けホームページのご紹介,,"<p><strong><span style=""font-size: large;"">地震キッズ探検隊　―地震の謎にせまる―</span></strong><br /><br />地震発生のしくみや地震が起きた時の心構えなどがわかりやすく説明されています。ホームページを見て地震のことに詳しくなったら最後は地震クイズに挑戦してみましょう。<br /><img title=""地震キッズ.png"" src=""./files/jisinkids.png"" alt=""地震キッズ.png"" /><br /><br />地震調査研究推進本部事務局（文部科学省研究開発局地震・防災研究課）のページです。音が出るのでビックリしないでね！</p>
<ul>
<li><a href=""https://www.kids.jishin.go.jp/"" target=""_blank"">地震調査研究推進本部事務局「地震キッズ探検隊」</a></li>
</ul>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313786/,防災豆知識,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313786/files/jisinkids.png,"/var/share/joruri/upload/sys/files/00/00/60/42/00006042/0006042.dat
/var/share/joruri/upload/sys/files/00/04/49/78/00044978/0044978.dat","2014030313786_jishin_go_jp.gif
jisinkids.png","2014030313786_jishin_go_jp.gif
地震キッズ.png",,
1762,13308,20,public,,2014/3/3 13:33,2014/6/13 14:17,,2013/5/10 14:02,お財布やパスケースに入るエマージェンシーメモ,,"<p>ぴっぴ家族の減災ＢＯＯＫ では、緊急連絡カードに大事な情報や連絡先を記入して携帯しましょうと提案をしていますが、市販の製品として発売されているものもあります。<br />このエマージェンシーメモは、銀行等のキャッシュカードと同じサイズで、お財布やパスケースなどに入れておくのにちょうどよいサイズです。<br />表紙はビニールでコーティングされていて中の紙も防水仕様になっているようです。</p>
<div class=""amazlet-box"" style=""margin-bottom: 0px;"">
<div class=""amazlet-image"" style=""float: left; margin: 0px 12px 1px 0px;""><a name=""amazletlink"" href=""http://www.amazon.co.jp/exec/obidos/ASIN/B005LL7VC8/hamamatsupipp-22/ref=nosim/"" target=""_blank""><img style=""border: none;"" src=""http://ecx.images-amazon.com/images/I/21VxeewfT5L._SL160_.jpg"" alt=""ミドリ エマージェンシーメモ&lt;カードサイズ&gt;"" /></a></div>
<div class=""amazlet-info"" style=""line-height: 120%; margin-bottom: 10px;"">
<div class=""amazlet-name"" style=""margin-bottom: 10px; line-height: 120%;""><a name=""amazletlink"" href=""http://www.amazon.co.jp/exec/obidos/ASIN/B005LL7VC8/hamamatsupipp-22/ref=nosim/"" target=""_blank"">ミドリ エマージェンシーメモ&lt;カードサイズ&gt;</a>
<div class=""amazlet-powered-date"" style=""font-size: 80%; margin-top: 5px; line-height: 120%;"">posted with <a title=""amazlet"" href=""http://www.amazlet.com/"" target=""_blank"">amazlet</a> at 14.06.13</div>
</div>
<div class=""amazlet-detail"">デザインフィル <br />売り上げランキング: 15,017</div>
<div class=""amazlet-sub-info"" style=""float: left;"">
<div class=""amazlet-link"" style=""margin-top: 5px;""><a name=""amazletlink"" href=""http://www.amazon.co.jp/exec/obidos/ASIN/B005LL7VC8/hamamatsupipp-22/ref=nosim/"" target=""_blank"">Amazon.co.jpで詳細を見る</a></div>
</div>
</div>
<div class=""amazlet-footer"" style=""clear: left;"">&nbsp;</div>
</div>
<p><br /><a href=""./files/2014030313823_pippi001.JPG""><img src=""./files/2014030313823_pippi001-thumbnail2.JPG"" alt=""pippi001.JPG"" width=""240"" height=""180"" align="""" /></a></p>
<div style=""text-align: right;"">はっぴー☆</div>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313823/,防災グッズ,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,"https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313823/files/2014030313823_pippi001.JPG
https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313823/files/2014030313823_pippi001-thumbnail2.JPG","/var/share/joruri/upload/sys/files/00/00/60/44/00006044/0006044.dat
/var/share/joruri/upload/sys/files/00/00/60/43/00006043/0006043.dat","2014030313823_pippi001-thumbnail2.JPG
2014030313823_pippi001.JPG","2014030313823_pippi001-thumbnail2.JPG
2014030313823_pippi001.JPG",,
1763,13309,20,public,,2014/3/3 13:33,2021/8/14 13:03,,2013/5/13 9:00,人命救助の三種の神器,,"<p>阪神淡路大震災の時には、亡くなったほとんどの人が家屋の倒壊などにより亡くなっています。<br />震災後の人命救助の三種の神器として注目されているのが、「バール」「ジャッキ」「のこぎり」です。<br /><br /><br />倒壊した家屋の下敷きになっている人を救出するために、近所の人が助け合って救助活動をしたそうです。倒壊した家屋の下敷きになっている人を救出するには、道具が必要です。<br />そこで、「バール」「ジャッキ」「のこぎり」という家にありそうなものを使ったそうです。<br />ジャッキは車を持っている場合、車の中に入っていることがありますが、バールやのこぎりは、家に置いていないという人もあることでしょう。<br />いざという時のために、用意してみてはいかがでしょうか?　</p>
<div style=""text-align: right;"">（わかば）</div>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313830/,防災グッズ,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,,,,,,
1764,13310,20,public,,2014/3/3 13:33,2021/8/14 13:02,,2013/5/20 8:00,子どものための防災訓練ガイド,,"<p><img title=""2014030313847_51GjBIc-8QL-thumbnail2__SS500_5B15D.jpg"" src=""./files/2014030313847_51GjBIc-8QL-thumbnail2__SS500_5B15D.jpg"" alt=""2014030313847_51GjBIc-8QL-thumbnail2__SS500_5B15D.jpg"" /><br /><br />「子どものための防災訓練ガイド」という本が（1）～（3）まで刊行されています。<br />写真の（1）は、「防災マップ・カルテ作り～身近な危険をチェック！」というテーマ。<br />（2）は「避難と行動ーその時、命を守りきる！」<br />（3）は「防災キャンプーみんなで体験！」となっています。<br /><br />親が子どもを守るための手引きではなく、子ども自身が防災について知り、訓練をするための助けになる教科書的なものです。<br />災害とは？という基本の解説から始まり、さまざまな視点から防災への意識を引き出す構成になっています。<br />図版が多く、漢字にはルビがついています。また、恐怖心を煽るような表現は一切されていません。<br />小学校中学年以上なら自分ひとりで読むことができるでしょうし、低学年以下でも、大人が一緒に読んであげれば大部分は理解できるのではないでしょうか。<br /><br />防災や災害についての基本がすんなり頭に入ってきますので、大人の初心者用テキストとしてもおすすめです。</p>
<p><br /><br /></p>
<div style=""text-align: right;"">（ずきんちゃん）</div>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313847/,本の紹介,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313847/files/2014030313847_51GjBIc-8QL-thumbnail2__SS500_5B15D.jpg,"/var/share/joruri/upload/sys/files/00/00/60/46/00006046/0006046.dat
/var/share/joruri/upload/sys/files/00/00/60/45/00006045/0006045.dat","2014030313847_51GjBIc-8QL-thumbnail2__SS500_5B15D.jpg
2014030313847_51GjBIc-8QL__SS500_5B15D.jpg","2014030313847_51GjBIc-8QL-thumbnail2__SS500_5B15D.jpg
2014030313847_51GjBIc-8QL__SS500_5B15D.jpg",,
1765,13311,20,public,,2014/3/3 13:33,2014/6/14 17:00,,2013/5/27 8:00,音声訳図書「寄り添い支える」,,"<p>米タイム誌の「世界で最も影響力のある１００人」に選ばれた内科医の菅野先生の書かれた本を2012年1月のブログ<a href=""/shiritai/blog/bosai/docs/2014030313144/"">おすすめの本</a>で紹介しましたが、<br />こちらの本がこの度、音声訳図書となりました。</p>
<p><img title=""2014030313854_P1080689-thumbnail2.JPG"" src=""./files/2014030313854_P1080689-thumbnail2.JPG"" alt=""2014030313854_P1080689-thumbnail2.JPG"" /></p>
<p>視覚障害の方にも読んでいただけますね。ぜひ、ご紹介ください。</p>
<ul>
<li><a href=""http://www.onyakuippo.com/4.number.html"" target=""_blank"">点訳・音声訳集団　一歩の会</a></li>
<li><a href=""https://kahoku-ss.co.jp/books/978-4-87341-267-2/"" target=""_blank"">寄り添い支える（河北新報出版センター）</a></li>
</ul>
<p>&nbsp;</p>
<div style=""text-align: right;"">＜Hiro＞</div>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313854/,本の紹介,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313854/files/2014030313854_P1080689-thumbnail2.JPG,"/var/share/joruri/upload/sys/files/00/00/60/48/00006048/0006048.dat
/var/share/joruri/upload/sys/files/00/00/60/47/00006047/0006047.dat","2014030313854_P1080689-thumbnail2.JPG
2014030313854_P1080689.JPG","2014030313854_P1080689-thumbnail2.JPG
2014030313854_P1080689.JPG",,
1772,13318,20,public,,2014/3/3 13:33,2014/6/13 14:41,,2010/4/3 17:00,パンの缶詰め　中日ドラゴンズバージョン,,"<p>防災用の非常食をそろえている方も多いと思いますが、<br />先日、こんなものをもらいました。</p>
<p><img title=""2014030313922_PAP_0061.JPG"" src=""./files/2014030313922_PAP_0061.JPG"" alt=""2014030313922_PAP_0061.JPG"" /><br /><br />中日ファンにはおなじみの、マスコットキャラクター「ドアラ」のパッケージのパンの缶詰です。<br /><br />愛知県の会社が製造しているようで、希望に合わせてオリジナルのパッケージも制作してくれるようです。<br /><br />株式会社　ヨコエ<br /><a href=""http://yokokin.jp/"" target=""_blank"">http://yokokin.jp/</a><br /><br /><br clear=""all"" /></p>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313922/,防災グッズ,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313922/files/2014030313922_PAP_0061.JPG,"/var/share/joruri/upload/sys/files/00/00/60/75/00006075/0006075.dat
/var/share/joruri/upload/sys/files/00/00/60/74/00006074/0006074.dat","2014030313922_PAP_0061-thumbnail2.JPG
2014030313922_PAP_0061.JPG","2014030313922_PAP_0061-thumbnail2.JPG
2014030313922_PAP_0061.JPG",,
1773,13319,20,public,,2014/3/3 13:33,2021/8/16 10:57,,2010/4/5 10:00,地震保険と家の耐震,,"<p>阪神淡路大震災の時には、約105,000棟の住宅が倒壊し、約6,000棟が焼失したそうです。15年前のあの日は、浜松でも揺れを感じ、朝起きてからテレビをつけると、神戸の街のあちらこちらから炎が上がり、これが現実で起こっているとはとても思えないような映像が流れていたことを今でも忘れません。<br />実際、倒壊した家屋やビルで道に車が通ることができないことや、地震により消火栓からの水が出なくなったことなどで、火災が起こっていても消す手段がなかったという話を聞いたことがあります。<br /><img title=""耐震.jpg"" src=""./files/taishin.jpg"" alt=""耐震.jpg"" /></p>
<p>ところで、皆さんは地震保険に加入していますか?地震保険については、どの会社の保険に加入しても保険料は同じで、火災保険とセットで契約します。地震保険では、全快した家を建て替えできるほどの保険金を受け取ることはできないのですが、被災後、住まいを失ってしまうと、生活を立て直すことがいっそう困難になるので、いざという時のために保険に加入していることが大切です。<br />※火災保険のみの加入では、地震による火災に対しては保険金が支払われませんのでご注意ください。<br /><br />また、保険だけに頼るのではなく、家の耐震補強をすることも大切です。不景気で生活費をいろいろな面で節約したい時でもありますが、災害で家を失わないためにも耐震補強をして備えるといいですね。</p>
<div style=""text-align: right;"">（わかば）</div>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313939/,防災豆知識,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313939/files/taishin.jpg,/var/share/joruri/upload/sys/files/00/04/49/68/00044968/0044968.dat,taishin.jpg,耐震.jpg,,
1774,13320,20,public,,2014/3/3 13:33,2021/8/16 10:54,,2010/4/12 8:00,内閣府ホームページ「みんなで防災のページ」,,"<p><a href=""http://www.bousai.go.jp/kyoiku/minna/index.html"" target=""_blank"">内閣府ホームページ「みんなで防災のページ」</a>は、個人や町内会、NPO団体、企業などが防災の取り組みを考える際に役立つ情報やノウハウ、「災害を軽減する国民運動」などを紹介しているサイトです。この中の「防災まちづくり」は先進事例や支援策の情報集だそうです。このサイト内にぴっぴの防災まちづくり活動が事例として掲載されています。ぴっぴは「全国防災まちづくりフォーラム」に参加したことがきっかけとなりました。</p>
<p>掲載内容としては、ワークショップ&ldquo;防災ぴっぴ&rdquo;やワークショップを行う際の参考資料の&ldquo;防災ワークブック&rdquo;などについて触れられています。<br />一度、のぞいてみてください。この「防災まちづくりポータルサイト」だけが、デザインや作りが他のサイトと異なるのに違和感を感じてみましたが、みなさんの感想はいかがだったでしょう・・・。</p>
<p style=""text-align: right;"">(ぴっぴ）</p>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313946/,防災豆知識,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,,,,,,
1775,13321,20,public,,2014/3/3 13:33,2018/11/28 15:44,,2010/4/20 17:03,浜松市消防局　防災展示ホール,,"<p>浜松市消防局　防災展示ホールは見学できます。<br />申込が必要ですが、消防指令センター、各種消防車・救急車など消防庁舎の見学もできます。<br />（但し、開館時間内であっても、災害による出動等がある時は、施設によっては見学できない場合があります。）</p>
<ul>
<li>東海地震に備えよう！<br />非常用の飲食物・日用品・持ち出し品などの展示、地震の備え、<br />地震が起きた時どうすればいいかのパネル展示</li>
<li>119通報体験コーナー</li>
<li>消火器体験コーナー</li>
<li>煙避難体験コーナー<br />煙がいっぱいの部屋に入って煙の怖さを体験し、正しい避難の方法を学びます。</li>
<li>台風体験コーナー<br />過去にやってきた大きな台風の風の強さを体験。</li>
<li>シュミレーション・クイズコーナー<br />避難方法についてクイズ形式で学んだり、地震発生のしくみ風水害がおきたらどうするかをビデオで学習します。</li>
</ul>
<p>場　所：浜松市中区下池川町19-1　浜松市消防局受付係<br />日　時：9：00～17：00　(土・日・祝・年末・年始は休み）<br />入場料：無料<br />申込み：原則として事前の予約が必要（団体・個人問わず）<br />問合せ：浜松市消防局　 tel:053-475-0119</p>
<p>詳しくはこちらをご覧ください。</p>
<ul>
<li><a href=""https://www.city.hamamatsu.shizuoka.jp/hfdsoum/disaster/shobo/kengaku/index.html"" target=""_blank"">https://www.city.hamamatsu.shizuoka.jp/hfdsoum/disaster/shobo/kengaku/index.html</a></li>
</ul>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313953/,さまざまな防災の取り組み,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,,,,,,
1776,13322,20,public,,2014/3/3 13:33,2021/8/16 10:40,,2010/4/30 11:39,携帯トイレ GWの渋滞対策にも！,,"<p>いよいよGWの始まりです。高速休日1000円が最後のチャンスとあって、連休中に車での移動を計画されているかたも多いことでしょう。</p>
<p>子どもの「トイレ～」は予測不能で容赦なくやってきます。以前子連れでドライブをした時、高速道路で渋滞に巻き込まれ、次のサービスエリアまで、ドキドキハラハラを経験しました。</p>
<p>行楽のお供にも、防災用品の中にも入れておくと安心ですね。&nbsp;</p>
<p><a href=""https://www.amazon.co.jp/gp/product/B000KLPIII/ref=as_li_tl?ie=UTF8&amp;camp=247&amp;creative=1211&amp;creativeASIN=B000KLPIII&amp;linkCode=as2&amp;tag=hamamatsupipp-22&amp;linkId=02ab8460d6b871a0ca0e0c0093776c46"" target=""_blank""><img src=""//ws-fe.amazon-adsystem.com/widgets/q?_encoding=UTF8&amp;MarketPlace=JP&amp;ASIN=B000KLPIII&amp;ServiceVersion=20070822&amp;ID=AsinImage&amp;WS=1&amp;Format=_SL250_&amp;tag=hamamatsupipp-22"" alt="""" border=""0"" /></a></p>
<div class=""amazlet-box"" style=""margin-bottom: 0px;"">
<div class=""amazlet-image"" style=""float: left; margin: 0px 12px 1px 0px;"">&nbsp;</div>
</div>
<div style=""text-align: right;"">はっぴー☆</div>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030313960/,防災グッズ,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,,,,,,
1780,13326,20,public,,2014/3/3 13:33,2021/8/16 13:46,,2009/1/17 9:00,怖い家屋の倒壊,,"<p>14年前の1月17日早朝、ものすごい揺れを感じて目を覚ました。その時私は、神戸や大阪にいたのではなく、浜松にいました。その後、テレビをつけるとどこかの街中に火災が発生していて、ヘリコプターか何かの空からの映像には、何か所も大きな火柱や煙が映っていました。よく見ると建物も倒れているところもあるようで、どこに何が起こっているのか、現実なのかそれとも何かの映画かCMなのか、理解できませんでした。この恐ろしい景色が現実のものであり、被害が大きすぎて救急車や消防車が火災現場にたどり着くことすら難しいということが理解できたのは、ずいぶん時間がたってからだったと思います。<br /><br />震災の後、テレビで行方不明者や亡くなった方の氏名、人数が放送されるのを見ながら、どこか現実的に思えなかったことや、そう思う一方、神戸に住む友人家族が無事なのかどうか心配でした。電話がなかなかつながらない状況ということだったので、数日後に電話をかけて無事を確認できるまでずっと不安を感じていました。<br /><br />この記憶を、毎年この日が近づくと思い出します。<br /><br />そして、昨年神戸の「人と防災未来センター」に出かけた時に、体験者でもあるボランティアの方から、当時の話を聞いた時、一番恐ろしいなと思ったことは、津波と家屋の倒壊でした。<br />特に、阪神淡路大震災の時の死者の8割が家屋の倒壊による圧死でなくなっているということに驚きました。ボランティアの方は、<br />「家が2階建てなら、1階には寝ない方がいい。」<br />とおっしゃっていました。10階建てのマンションも、3階と4階部分が2階の大きな音と振動とともにつぶれてしまい、8階建てのようになってしまったという話も聞きました。<br />最近では、耐震診断ができ、それぞれ耐震のための工事や立て直しなどを行っているお宅も多いのですが、まだというお宅は、ぜひとも耐震診断を行って、補強など必要な手立てをしてほしいと思います。<br />家屋の倒壊が恐ろしいと思った理由は、その死亡率の高さという数字的なものだけではありません。この「人と防災未来センター」では、当時の実話をもとに映像で大震災の時の状況を学べるようになっています。その中で、大きな揺れで家屋が倒壊し、二人の姉妹のうち、妹は近所の人に助け出されたのですが、姉を助け出す前に、近所の火災の炎が近づき救出を続けるのは危険と誰もが感じていた時に、<br />「いいから、逃げて！！」<br />と姉が言ったので、全員が救出を諦めたというシーンがありました。<br />もしも自分の家族や大切な人たちの中にこのようなことが起きたらと想像しただけで、胸が苦しくなりました。<br />家屋が倒壊しないようにするだけでなく、家具の下敷きにならないように、防災グッズなどを使って、もしもに備えましょう。阪神淡路大震災の時には、ピアノやテレビなどが水平に飛んできたということも言われていますので、家具が倒れないようにするだけでなく、テレビやピアノなどの重くて動きそうにないものでも転倒防止板などを使って対策しましょう。<br /><br />実際、家にいる時に地震で揺れると、小学生などは学校の防災訓練などでやっている「机の下に潜る」という行動をとれるのですが、大人の方は案外何もできないという話をよく聞きます。しかしこれが、最も大切なことです。幼児などの小さい子どもたちには、揺れたら机の下に潜るということが難しかったら、<br />「団子虫になって！！」<br />といい、団子虫のように背中を丸めて頭を守る格好をあらかじめ教えてあげてください。<br />また、揺れた時にすぐに火の元を閉めるということはできそうでできない上に、もしも食事の準備などで火を使っている時に、無理に火を消そうとするとかえってやけどなどのけがをしてしまうことにもなります。最近のガス器具などは、揺れると火が消える仕組みになっているものが多いので、地震発生で無理に火を消そうとするのではなく、むしろ、やけどなどをしないように火から逃げることが大切なのです。<br />そして、一番にやらないといけないのは、命を守るために机などの下に潜り、頭を守ることなのです。<br />命がなければ子どもも家族も近所の人も助けることはできません。誰かを助ける・守るためには、まず、自分が助かることが大切なのです。</p>
<div style=""text-align: right;"">（わかば）</div>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030314004/,防災豆知識,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,,,,,,
1781,13327,20,public,,2014/3/3 13:33,2017/5/16 13:45,,2009/1/19 9:00,防犯サイト,,"<p>静岡県の公式サイトで、<br />防犯まちづくりポータルサイト まちねこゼロネットというサイトを見つけました。防災に並んで防犯も心がけておきたいもの。<br />サイトを紹介しておきます。</p>
<ul>
<li><a href=""http://www.bouhan.pref.shizuoka.jp/index.html"" target=""_blank"">防犯まちづくりポータルサイト まちねこゼロネット</a></li>
</ul>
<p>昨年１０月に更新されていますが、まだ人材データベースも少なく、除法掲示板等も動いていない様子。これからなのか、どのように展開されていくのか期待したいものです。<br /><br />他に参考として、ぴっぴのサイト<a href=""/bunya/bosai_bohan/"">防災・防犯</a>をご覧ください。</p>",,,https://www.hamamatsu-pippi.net/shiritai/blog/bosai/docs/2014030314011/,防災豆知識,移行,認定NPO法人はままつ子育てネットワークぴっぴ,システム管理者,,,,,,
