id,state,created_at,updated_at,published_at,name,title,body,division_id,large_division_id,large_division_sort_no,small_division_id,small_division_sort_no,category_id,place,lat,lng,tel,link_uri,image_file_id,creator_group_name,creator_user_name,public_full_uri,division_name,large_division_name,small_division_name,category_name,image_file_public_full_uri,image_file_public_path,image_file_upload_path,image_file_name,image_file_title,add1,add2,add3,add4,add5,add6,add7,add8,add9,add10,add11,add12,add13,add14,add15,add16,add17,add18,add19,add20,add21,add22
"1657","public","2021-05-27 13:15:42","2021-06-04 11:14:40","2021-06-04 11:14:40","2021052700081","南区白脇教室","高校生、大学生、教員OBなど幅広い年齢層のボランティアさんが子どもたちのペースに合わせて丁寧に対応してくれます。","39","10","4","39","1","92","寺脇町241(白脇協働センター)","34.682251","137.742511","090-2570-7363","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052700081/","白脇","南区","白脇","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$社会福祉法人浜松市社会福祉協議会","開催日時$$水曜日・19:00～21:00","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","メール$$h-kodomo@hsyakyou.or.jp","","","","","","","","","","","","","",""
"1654","public","2021-05-27 13:07:41","2021-10-28 10:08:50","2021-06-04 11:14:48","2021052700050","西区入野教室","高校生、大学生、教員OBなど幅広い年齢層のボランティアさんが子どもたちのペースに合わせて丁寧に対応してくれます。","31","9","3","31","1","92","大平台四丁目34-1(永福寺)","34.708361","137.675428","090-2570-7363","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052700050/","入野","西区","入野","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$社会福祉法人浜松市社会福祉協議会","開催日時$$月曜日・第1部17:00～18:30　第2部19:00～20:30","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","メール$$h-kodomo@hsyakyou.or.jp","","","","","","","","","","","","","",""
"1655","public","2021-05-27 13:10:21","2021-06-04 11:14:55","2021-06-04 11:14:55","2021052700067","和地協働センター教室","","34","9","3","34","4","92","和地町6578(和地協働センター)","34.766978","137.665685","090-4468-0582","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052700067/","和地","西区","和地","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$NPO法人サステナブルネット","開催日時$$水曜日・18:30～20:30","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","メール$$greendays@shizuoka.tnc.ne.jp","","","","","","","","","","","","","",""
"1656","public","2021-05-27 13:13:08","2021-06-04 11:16:28","2021-06-04 11:16:27","2021052700074","西区雄踏教室","アパートの1室を貸し切り、寛いだ家庭的な雰囲気の中で学習支援を行います。学校の宿題や復習が中心ですが、一人一人に合わせた教材を選び、その子にあった学習ができます。また遊びながら楽しくできる脳トレやクロスワードなども充実。子供たちと交流しながらワイワイ取り組んでいます。","38","9","3","38","8","92","雄踏町宇布見8534-1　クライネスハイム102号(学習支援西区雄踏教室)","34.69879","137.627195","053-546-0500","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052700074/","雄踏","西区","雄踏","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$社会福祉法人聖隷福祉事業団","開催日時$$水曜日・16:00～20:00","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","メール$$tng0500@sis.seirei.or.jp","","","","","","","","","","","","","",""
"1653","public","2021-05-27 12:03:29","2021-06-04 11:15:34","2021-06-04 11:15:34","2021052700043","鷺の宮団地集会場教室","","7","5","2","7","2","92","市野町514(鷺の宮団地　集会所)","34.753385","137.766747","090-4468-0582","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052700043/","長上","東区","長上","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$NPO法人サステナブルネット","開催日時$$月曜日・18:30～20:30","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","メール$$greendays@shizuoka.tnc.ne.jp","","","","","","","","","","","","","",""
"1652","public","2021-05-25 15:54:14","2021-06-04 11:15:09","2021-06-04 11:15:09","2021052500414","ひまわり会学習支援　（長上協働センター）","休日のゆったりした雰囲気で学習ができます。駐車場が広いです。","7","5","2","7","2","92","市野町2620-1(長上協働センター)","34.747110","137.767922","090-6073-5220","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052500414/","長上","東区","長上","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$公益社団法人静岡県母子寡婦福祉連合会","開催日時$$土曜日・16:00～18:00","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$30名","メール$$hamagaku1oya@gmail.com","","","","","","","","","","","","","",""
"1650","public","2021-05-25 15:48:43","2021-06-04 11:15:17","2021-06-04 11:15:16","2021052500391","中区和合教室","小学生全学年が対象です。1～3年までの児童は楽しい活動を通して豊かな生活体験を育む生活支援を行っています。学習面では学校の宿題や復習を中心に支援します。さらに無料のお弁当サービスや楽しいレクリエーションなどを通じて子供たちと積極的に交流しています。","22","8","1","22","10","92","和合町555(和合せいれいの里)","34.742566","137.701077","053-546-0500","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052500391/","萩丘","中区","萩丘","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$社会福祉法人聖隷福祉事業団","開催日時$$火曜日・16:00～20:00","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、小学1年生から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","メール$$tng0500@sis.seirei.or.jp","","","","","","","","","","","","","",""
"1649","public","2021-05-25 15:45:57","2021-10-28 10:00:32","2021-06-04 11:16:02","2021052500384","ひまわり会学習支援","休日のゆったりした雰囲気で学習ができます。","15","8","1","15","3","92","城北一丁目8-1(勤労会館Ｕホール)","34.717515","137.723637","090-6073-5220","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052500384/","城北","中区","城北","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$公益社団法人静岡県母子寡婦福祉連合会","開催日時$$土曜日・以下の時間のうちいずれか
①10:00～12:00  ②13:00～15:00","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$各25名","メール$$hamagaku1oya@gmail.com","","","","","","","","","","","","","",""
"1648","public","2021-05-25 15:43:10","2021-06-04 11:15:42","2021-06-04 11:15:42","2021052500377","個別教室のトライ浜松駅前校","1対1の完全マンツーマン指導","13","8","1","13","1","92","鍛冶町1-35　中村企画ビル1F(個別教室のトライ浜松駅前校)","34.703353","137.731572","053-450-8481","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052500377/","中央","中区","中央","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$株式会社トライグループ","開催日時$$以下の曜日のうちいずれか１日
①月～金曜日  ② 土曜日
以下の時間のうちいずれか2時間
①16:00～22:00  ② 13:00～22:00","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","","","","","","","","","","","","","","",""
"1647","public","2021-05-25 15:40:28","2021-06-04 11:16:21","2021-06-04 11:16:21","2021052500360","個別教室のトライ富塚校","1対1の完全マンツーマン指導","21","8","1","21","9","92","富塚町1933-1　パークタウンサウス1F(個別教室のトライ富塚校)","34.722153","137.698907","053-450-8481","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052500360/","富塚","中区","富塚","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$株式会社トライグループ","開催日時$$以下の曜日のうちいずれか１日
①月～金曜日  ②土曜日
以下の時間のうちいずれか2時間
①16:00～22:00  ②13:00～22:00","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","","","","","","","","","","","","","","",""
"1646","public","2021-05-25 15:37:39","2021-06-04 11:16:44","2021-06-04 11:16:44","2021052500353","東部協働センター教室","","24","8","1","24","12","92","相生町23-1(東部協働センター)","34.707029","137.748762","090-4468-0582","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052500353/","江東","中区","江東","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$NPO法人サステナブルネット","開催日時$$火曜日・18:30～20:30","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","メール$$greendays@shizuoka.tnc.ne.jp","","","","","","","","","","","","","",""
"1645","public","2021-05-25 15:32:04","2021-10-28 10:08:16","2021-06-04 11:15:53","2021052500346","JUICE CLASS（ジュースクラス）","学習支援は大学生中心・子どもの福祉・医療に関わる専門職が子ども・保護者相談を担当します","23","8","1","23","11","92","曳馬六丁目22-19　２F(ひまわり　ひくまの丘)","34.738046","137.73629","090-2265-3744","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052500346/","曳馬","中区","曳馬","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$一般社団法人みらいTALK","開催日時$$木曜日・17:30～20:00","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","","","","","","","","","","","","","","",""
"1644","public","2021-05-25 15:24:18","2021-10-28 10:03:28","2021-06-04 11:16:35","2021052500339","中区萩丘教室","高校生、大学生、教員OBなど幅広い年齢層のボランティアさんが子どもたちのペースに合わせて丁寧に対応してくれます。","22","8","1","22","10","92","葵東一丁目15-1(北部協働センター)","34.757002","137.720949","090-2570-7363","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021052500339/","萩丘","中区","萩丘","はままつ子どもの学習教室","","","","","","申込方法$$はままつ子どもの学習教室申込フォーム
https://docs.google.com/forms/d/1yLZjceweDR00yo-s9Ypiyo16NxXqQ_lvPBcQ379GYjg/viewform?edit_requested=true","運営者$$社会福祉法人浜松市社会福祉協議会","開催日時$$水曜日・18:30～20:30","対象者$$経済的な理由や家庭環境で学習⽀援を必要とする、⼩学4年⽣から中学3年⽣までの児童⽣徒のうち希望者","利用料$$無料","","定員$$25名","メール$$h-kodomo@hsyakyou.or.jp","","","","","","","","","","","","","",""
"1642","public","2021-04-21 16:08:19","2021-04-21 16:09:29","2021-04-21 16:08:19","2021042100051","静岡県立浜松みをつくし特別支援学校","","4","1","5","4","4","53","細江町広岡1","34.81281710849191","137.66298346139249","053-424-5890","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 藤田","https://www.hamamatsu-pippi.net/shiritai/jido/2021042100051/","細江","北区","細江","特別支援学校","","","","","","障害種別$$知的","対象$$小・中・高","","","","","","","","","","","","","","","","","","","",""
"1641","public","2021-04-19 15:38:55","2021-04-19 15:54:10","2021-04-19 15:54:10","2021041900065","ひがしみかた保育園","","3","1","5","3","3","56","東三方町519-5","34.78579506916425","137.7374416819695","053-401-1231","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021041900065/","三方原","北区","三方原","親子ひろば","","","","","","","開催日$$6月より　月・水","開催時間$$9:30～11:30","駐車場$$あり","園庭開放$$天気次第（10:45～11:20）","","","","","","","","","","","","","","","","",""
"1639","public","2021-04-19 14:37:43","2021-04-19 15:27:04","2021-04-19 15:27:04","2021041900041","はぐみなの風保育園","","3","1","5","3","3","56","根洗町693","34.7983252562656","137.69981546876045","053-414-8937","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 藤田","https://www.hamamatsu-pippi.net/shiritai/jido/2021041900041/","三方原","北区","三方原","親子ひろば","","","","","","URL$$https://hagumina.com/","開催日$$第3水曜日","開催時間$$10:00～11:00","駐車場$$10台","園庭開放$$水曜　9:00～11:00","","","","","","","","","","","","","","","","",""
"1638","public","2021-04-19 14:11:29","2021-04-19 15:05:17","2021-04-19 15:05:16","2021041900034","れんりの子","","2","1","5","2","1","56","都田町8503-19","34.81528780507352","137.73294470739137","053-428-3500","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 時田祐子","https://www.hamamatsu-pippi.net/shiritai/jido/2021041900034/","都田","北区","都田","親子ひろば","","","","","","URL$$https://hoikuen-lenri.com/","開催日$$月2回　不定期","開催時間$$10:00～10:40","駐車場$$10台","園庭開放$$毎週月曜日～金曜日（祝日は除く）　9:00～11:30","","","","","","","","","","","","","","","","",""
"1637","public","2021-04-19 14:04:35","2021-04-19 15:04:25","2021-04-19 15:04:25","2021041900027","浜松中央こども園","","13","8","1","13","1","56","尾張町127-7","34.711921","137.730753","053-453-0249","","","認定NPO法人はままつ子育てネットワークぴっぴ","ぴっぴ 藤田","https://www.hamamatsu-pippi.net/shiritai/jido/2021041900027/","中央","中区","中央","親子ひろば","","","","","","URL$$http://www.hamachuuyou.ed.jp/","開催日$$第3木曜日　※詳細はHPをご確認ください。","開催時間$$10:00～11:30","駐車場$$あり","園庭開放$$毎週金曜日","","","","","","","","","","","","","","","","",""
